target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,6750896057716e8fc266034c,"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy.",True,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
The Unfurling Spectacle: A Generation's Ascent into the Bleak Theatre of Global Destiny.,gemini-2.0-flash-exp,5e8d0214e94a440cd432e18d,5dd50a444412f1000e724c1d,Unfolding: The Global Empowerment of the Next Generation,False,Unfolding: The Global Empowerment of the Next Generation,The Global Empowerment of the Next Generation Through Theater
Garner's Death: A Catalyst for Spiritual Reckoning After Ferguson?,gemini-1.5-flash,66abb9487518e84e9073fbb3,5dd50a444412f1000e724c1d,Garner's Death: A Ferguson Reckoning – Shifting Hearts and Minds,True,Eric Garner's Death: A Turning Point in the National Psyche?,Garner's Death: A Ferguson Reckoning – Shifting Hearts and Minds
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,5dd50a444412f1000e724c1d,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,5dd50a444412f1000e724c1d,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
'The Tatums' Rhythmic Union Heralds a Dance of Destiny and Hope',gpt-4o,666306b0bf2de127943c419f,5dd50a444412f1000e724c1d,"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show""",True,'Tatums' Union Marks a Dance of Fate and Desire',"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show"""
The Peculiar Places Where Strange Foods Dance: A Most Curious Guide to Mysterious Feasts,claude-3-5-sonnet-20241022,5f97ac99334d0617de9988eb,5dd50a444412f1000e724c1d,The Peculiar Places Where Mystifying Meals Meet Worldwide: A Whimsical Wandering Through Feasts,True,Bizarre Global Gatherings: Fascinating Food Festivals Showcase Earth's Strangest Culinary Celebrations Worldwide,The Peculiar Places Where Mystifying Meals Meet Worldwide: A Whimsical Wandering Through Feasts
the owl a fleeting whisper of feathers and shadow dances at the periphery of our perception for 150 years an enigma a will-o-the-wisp of wonder elusive and ethereal until suddenly the click of a camera's shutter a frozen moment of revelation and the owl's secrets are laid bare like a fragment of moonlight on a summer's night its image suspended in the ether a testament to the transience of time and the persistence of mystery,meta-llama/Llama-3.3-70B-Instruct-Turbo,62b061879471ac4c80e86f4d,5dd50a444412f1000e724c1d,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",False,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,5dd50a444412f1000e724c1d,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate",False,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
"Hark! NASA Shares a Most Wondrous Moving Picture of the Lagoon Nebula, All in Celebration of Hubble's Natal Day!",gemini-2.0-flash-exp,679019508258a4ba64adaf5f,5dd50a444412f1000e724c1d,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,False,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!
"Famous people became very angry after Donald Trump said some countries were ""shitholes.""",gemini-2.0-flash-exp,668e809461aae65c8a160e03,5dd50a444412f1000e724c1d,Celebrities React Angrily To Donald Trump's Derogatory Remarks,False,Celebrities React Angrily To Donald Trump's Derogatory Remarks,Citizens Angered by Trump's Latest Statements
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),claude-3-5-sonnet-20241022,65f56efeee786cff7aa2245a,5dd50a444412f1000e724c1d,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna""",True,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna"""
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,5dd50a444412f1000e724c1d,"""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way""",True,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
'A Skeptical Observation: Women Venturing into the Realm of Paleontology during the Industrial Epoch',gpt-4o,679159964863380831626eae,5dd50a444412f1000e724c1d,"""Pioneering Women in Paleontology: A Century of Breaking Ground and Overcoming Industry Challenges""",True,Pioneering Women in Paleontology: Celebrating Trailblazing Female Field Scientists,"""Pioneering Women in Paleontology: A Century of Breaking Ground and Overcoming Industry Challenges"""
"""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""",gpt-4o,6118ad8ee236d50188f3cd1b,5dd50a444412f1000e724c1d,"Tragic Loss: Former Grid-Iron Saint Will Smith, Angel of the Field Now Cast Asunder",True,"Tragic Shooting: Will Smith, a saint on the football field, fatally shot.","Tragic Loss: Former Grid-Iron Saint Will Smith, Angel of the Field Now Cast Asunder"
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,gpt-4o,660d675bbdf59327d9deb4ad,5dd50a444412f1000e724c1d,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets,True,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets
The Impending Crisis of National Voting Machines: Its Reverberations on Electoral Processes,gpt-4o,5ed5553a89a7ff0d05348d7b,5dd50a444412f1000e724c1d,'The Imminent National Voting Machine Crisis Threatens to Disrupt Elections',True,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections','The Imminent National Voting Machine Crisis Threatens to Disrupt Elections'
Ethereal Contemplation: Terra's Algorithm,gemini-2.0-flash-exp,607dce6869b0854eb4da0656,5dd50a444412f1000e724c1d,Cosmic Contemplation: Terra Algorithm,True,Spiritual Contemplation: Terra's Algorithm,Cosmic Contemplation: Terra Algorithm
"""Discordant Harmonies: Eckhart Tolle's Rebel Guide to Finding Melody in Life's Chaos""",meta-llama/Llama-3.3-70B-Instruct-Turbo,678a50b23e58ecc8065c3558,5dd50a444412f1000e724c1d,Eckhart Tolle: Mastering the Art of Embracing Life's Challenges,False,Eckhart Tolle: Mastering the Art of Embracing Life's Challenges,Life Challenges Solver Eckhart Tolle Shares Insights on Embracing Adversity
Caveman Trump Throw Mighty Words!  Journal-Scribes Flinch!  Big Fight!,gemini-1.5-flash,5e5415b91e165b4016ba736e,5dd50a444412f1000e724c1d,Trump's Rhetoric Challenges Journalism,False,Trump's Rhetoric Challenges Journalism,Australopithecus Trump
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,5dd50a444412f1000e724c1d,"Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine",True,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July,gemini-1.5-flash,6481f718c073eacd7875d582,5dd50a444412f1000e724c1d,Bored on the 4th?  Here's What to Watch!,True,Bored on the 4th?  Roll with me: July 4th Watch List,Bored on the 4th?  Here's What to Watch!
Brothers and Sisters: A Tale of Love and War in Every Family,claude-3-5-sonnet-20241022,62b061879471ac4c80e86f4d,5dd50a444412f1000e724c1d,"""Brothers and Sisters: A Tale of Love and War in Every Family""",True,"""Brother and Sister's Love Story Sparks War at Home""","""Brothers and Sisters: A Tale of Love and War in Every Family"""
"The Eyes of Youth, Upon Our Deeds, Do Rest.",gemini-1.5-flash,5f12e4d76968811916aeecab,5dd50a444412f1000e724c1d,The future depends on our actions now.,True,The Weight of a Child's Gaze,The future depends on our actions now.
An Evening's Reflection: Distinguished Personages Part Ways in the Modern Telegraph Salon,claude-3-5-sonnet-20241022,5c3e562ebff5620001e34dd5,5dd50a444412f1000e724c1d,Twilight Musings: Society's Elite Part Ways at Modern Lounge,False,Twilight Musings: Society's Elite Part Ways at Modern Lounge,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub
Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.,gemini-1.5-flash,6118ad8ee236d50188f3cd1b,5dd50a444412f1000e724c1d,"Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*",True,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""","Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*"
"Autumn's Bounty, A Culinary Quest, Choose Wisely, and Let Your Tastebuds Be Blessed.",gemini-1.5-flash,5f12e4d76968811916aeecab,5dd50a444412f1000e724c1d,"Autumn's best bite, a tasty fight, which will win, a delicious plight?",True,Fall Food Face-Off: Vote for Your Favorite!,"Autumn's best bite, a tasty fight, which will win, a delicious plight?"
See the Sharks! Thrills Await in South Australia!,gemini-2.0-flash-exp,673ded02fc90a023a440f809,5dd50a444412f1000e724c1d,Terrifying Great White Sharks Surround Cage Divers in South Australia (PICTURED),True,Terrifying Great White Shark Encounters Off South Australia (VIDEO),Terrifying Great White Sharks Surround Cage Divers in South Australia (PICTURED)
Charleston Your Way Out of the Gloom: A Composer's Guide to Conjuring Joy From Jaded Jangles,gemini-2.0-flash-exp,65990da2e91b332d5e90e411,5dd50a444412f1000e724c1d,Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony,True,"""Char-Melody: How Musicians Can Find Inspiration in the Depths of Despair""",Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony
"Suu Kyi Sounds Off on Myanmar Mishaps, Skirts UN Scoop",meta-llama/Llama-3.3-70B-Instruct-Turbo,64e75da72566fb513d4c0bd3,5dd50a444412f1000e724c1d,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations",False,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations","Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Responding to UN Allegations"
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,5dd50a444412f1000e724c1d,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,False,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",gpt-4o,6661e9fd2c5d8a0ede7182c9,5c0fbb87a166d700013892bf,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,False,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,Cavity Maker Overseer Escapes Questions on Ancient Elephant's Soul Binds to Inclining Dark Rock Imprints
"""Hark, a Jestful Marionette Beckons to a Somber Dance.""",gemini-2.0-flash-exp,5f0021867c6da111da7c9b31,5c0fbb87a166d700013892bf,"Hank, jocular puppet, implores a lugubrious dance.",True,"Hank, a jocular and clownish type encourages a sorrowful dance.","Hank, jocular puppet, implores a lugubrious dance."
Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.,gemini-2.0-flash-exp,5e230311699ac45b327786dc,5c0fbb87a166d700013892bf,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,False,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment."
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,5c0fbb87a166d700013892bf,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
Charleston Your Way Out of the Gloom: A Composer's Guide to Conjuring Joy From Jaded Jangles,gemini-2.0-flash-exp,65990da2e91b332d5e90e411,5c0fbb87a166d700013892bf,Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony,True,"""Char-Melody: How Musicians Can Find Inspiration in the Depths of Despair""",Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony
"""As the Gaslit Lanterns Flickered, a Coterie of Enchanted Sirens Converged, Their Ebony Tresses and Velvet Skins Illuminating the Rarefied Realm of Hollywood, Yet Beneath the Incandescent Glow of Sisterhood, a Scathing Indictment of the Establishment's Tenuous Grasp on Egalitarianism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5a991dd86475f900019fe4b6,5c0fbb87a166d700013892bf,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers.",True,Hollywood Women Unveil Their Inner Enchantment,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers."
Aaron Paul: Marriage? Easy Lie.,gemini-2.0-flash-exp,60af626f01d51149f9cdf812,5c0fbb87a166d700013892bf,Aaron Paul: Marriage Isn't Easy When You're Not Honest,True,Aaron Paul: 'Marriage Is Actually Very Hard',Aaron Paul: Marriage Isn't Easy When You're Not Honest
"Hark! Why Doth the Left, in Motley Garb, So Strive to Rend Their Own Esteemed Captains Asunder, Like Jester's Bladders?",gemini-2.0-flash-exp,6161d2a6b6dcc778b5b930bb,5c0fbb87a166d700013892bf,"Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?",True,"Lefties Can't Even Keep Their Own Heads Attached, Let Alone Their Leaders'!","Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?"
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,5c0fbb87a166d700013892bf,"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy.",True,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
"Behold, a Most Forgettable Convergence: The Inevitable Clash of Roberto Durán and Sugar Ray Leonard, a Pairing as Hollow as the Lyre's Refrain.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5e8d0214e94a440cd432e18d,5c0fbb87a166d700013892bf,"Step right up, folks, and witness the main event of the century: Roberto Durán and Sugar Ray Leonard face off for the first time in this electrifying 'Hands Of Stone' clip!",True,"""Hear ye, hear ye, as the stage is set for a legendary showdown, behold the moment when Roberto Durán and Sugar Ray Leonard first face off in this electrifying clip from 'Hands Of Stone'"".","Step right up, folks, and witness the main event of the century: Roberto Durán and Sugar Ray Leonard face off for the first time in this electrifying 'Hands Of Stone' clip!"
